name,degree,degree_centrality
bury,6,0.002696629213483146
denyas,2,0.0008988764044943821
vige,2,0.0008988764044943821
comporte,7,0.003146067415730337
cok,7,0.003146067415730337
pound,7,0.003146067415730337
partriche,7,0.003146067415730337
nasshe,5,0.0022471910112359553
burell,5,0.0022471910112359553
worcs,5,0.0022471910112359553
omursley,5,0.0022471910112359553
nash,1,0.00044943820224719103
joce,2,0.0008988764044943821
gryme,48,0.021573033707865168
courton,11,0.004943820224719102
wellys,40,0.017977528089887642
brytte,11,0.004943820224719102
jones,15,0.006741573033707865
douman,11,0.004943820224719102
wells,11,0.004943820224719102
drue,11,0.004943820224719102
agnes,60,0.02696629213483146
powgheley,2,0.0008988764044943821
snelling,1,0.00044943820224719103
olyver,1,0.00044943820224719103
wood,9,0.004044943820224719
sharlus,4,0.0017977528089887641
leweys,4,0.0017977528089887641
nicholas,399,0.1793258426966292
cateyn,19,0.00853932584269663
lomelyn,45,0.020224719101123598
jerome,19,0.00853932584269663
louis,13,0.005842696629213483
centurion,19,0.00853932584269663
galeon,9,0.004044943820224719
lionel,9,0.004044943820224719
scott,22,0.009887640449438203
mylond,4,0.0017977528089887641
bery,4,0.0017977528089887641
ingland,4,0.0017977528089887641
manigr,8,0.0035955056179775282
playmake,8,0.0035955056179775282
maier,8,0.0035955056179775282
mary,17,0.007640449438202248
playmarke,8,0.0035955056179775282
maury,8,0.0035955056179775282
fewyche,3,0.001348314606741573
baut,3,0.001348314606741573
pye,3,0.001348314606741573
perys,3,0.001348314606741573
wrey,69,0.03101123595505618
edmond,4,0.0017977528089887641
kellam,4,0.0017977528089887641
underwood,4,0.0017977528089887641
berebruer,13,0.005842696629213483
henbury,3,0.001348314606741573
keys,3,0.001348314606741573
gese,3,0.001348314606741573
wykyn,1,0.00044943820224719103
buk,3,0.001348314606741573
buntyng,3,0.001348314606741573
gamme,75,0.033707865168539325
sederter,9,0.004044943820224719
maynger,9,0.004044943820224719
leche,13,0.005842696629213483
mannyng,34,0.015280898876404495
francis,51,0.02292134831460674
napoleon,15,0.006741573033707865
spinell,15,0.006741573033707865
lodowic,15,0.006741573033707865
edmund,198,0.08898876404494382
leonel,15,0.006741573033707865
balius,15,0.006741573033707865
barell,15,0.006741573033707865
garard,15,0.006741573033707865
thormbury,26,0.011685393258426966
syn,26,0.011685393258426966
julia,26,0.011685393258426966
caranus,26,0.011685393258426966
wylhows,26,0.011685393258426966
cancell,26,0.011685393258426966
salvago,26,0.011685393258426966
spinelli,26,0.011685393258426966
papworth,8,0.0035955056179775282
colyn,13,0.005842696629213483
helder,8,0.0035955056179775282
eustace,66,0.029662921348314608
grene,110,0.04943820224719101
camvyle,8,0.0035955056179775282
white,28,0.012584269662921348
steven,14,0.006292134831460674
clement,109,0.048988764044943824
everesley,3,0.001348314606741573
smewyn,3,0.001348314606741573
freman,32,0.014382022471910113
pesmersshe,2,0.0008988764044943821
bylyot,1,0.00044943820224719103
lee,6,0.002696629213483146
elsharne,6,0.002696629213483146
broun,39,0.01752808988764045
inglos,6,0.002696629213483146
frankeleyn,1,0.00044943820224719103
taillour,173,0.07775280898876405
parker,119,0.053483146067415735
saynesbury,8,0.0035955056179775282
hymerford,8,0.0035955056179775282
lardre,8,0.0035955056179775282
est,11,0.004943820224719102
coker,8,0.0035955056179775282
del,8,0.0035955056179775282
shirburn,8,0.0035955056179775282
soms,8,0.0035955056179775282
miryman,4,0.0017977528089887641
bamfeld,4,0.0017977528089887641
denham,6,0.002696629213483146
prathuwisshe,5,0.0022471910112359553
bagelhole,5,0.0022471910112359553
son,28,0.012584269662921348
walsh,5,0.0022471910112359553
wynde,2,0.0008988764044943821
whithand,12,0.005393258426966292
denton,12,0.005393258426966292
together,11,0.004943820224719102
senior,16,0.0071910112359550565
junior,31,0.013932584269662922
asshedon,11,0.004943820224719102
with,11,0.004943820224719102
derle,7,0.003146067415730337
bounde,7,0.003146067415730337
lurkebawede,7,0.003146067415730337
serle,8,0.0035955056179775282
guillim,102,0.04584269662921348
bullyn,14,0.006292134831460674
puler,53,0.023820224719101123
burweyn,14,0.006292134831460674
potkyn,14,0.006292134831460674
alynne,21,0.009438202247191012
bulkin,14,0.006292134831460674
butwyn,14,0.006292134831460674
potkin,14,0.006292134831460674
aling,14,0.006292134831460674
swan,18,0.008089887640449439
pulter,14,0.006292134831460674
coy,12,0.005393258426966292
wideward,12,0.005393258426966292
wardyngton,12,0.005393258426966292
wode,78,0.0350561797752809
wadyngton,12,0.005393258426966292
pety,12,0.005393258426966292
adam,90,0.040449438202247195
worthekede,26,0.011685393258426966
dixson,26,0.011685393258426966
floran,26,0.011685393258426966
cesse,26,0.011685393258426966
saunbrige,26,0.011685393258426966
blanchard,26,0.011685393258426966
maydebury,26,0.011685393258426966
todde,26,0.011685393258426966
chambour,52,0.023370786516853932
kent,74,0.03325842696629214
stokys,47,0.02112359550561798
hogan,26,0.011685393258426966
acworth,26,0.011685393258426966
crowche,34,0.015280898876404495
conne,26,0.011685393258426966
sampson,53,0.023820224719101123
bysshorp,26,0.011685393258426966
wale,27,0.012134831460674157
gilbert,45,0.020224719101123598
joyn,10,0.0044943820224719105
creke,10,0.0044943820224719105
bromley,30,0.01348314606741573
mortimer,24,0.010786516853932584
umfrey,10,0.0044943820224719105
brygge,18,0.008089887640449439
elys,64,0.028764044943820226
roberd,1,0.00044943820224719103
prest,1,0.00044943820224719103
langdon,2,0.0008988764044943821
steyngate,1,0.00044943820224719103
coole,23,0.010337078651685394
hughson,6,0.002696629213483146
ioskyn,7,0.003146067415730337
towe,7,0.003146067415730337
appylton,7,0.003146067415730337
pogio,5,0.0022471910112359553
poggio,5,0.0022471910112359553
spinnes,5,0.0022471910112359553
lancelot,5,0.0022471910112359553
evynnes,5,0.0022471910112359553
hewesson,1,0.00044943820224719103
swerd,5,0.0022471910112359553
styward,16,0.0071910112359550565
amyas,5,0.0022471910112359553
anyes,5,0.0022471910112359553
sywerd,1,0.00044943820224719103
wodeselawe,1,0.00044943820224719103
wakerley,11,0.004943820224719102
godesfelawe,3,0.001348314606741573
goodfellow,3,0.001348314606741573
potter,25,0.011235955056179775
bele,40,0.017977528089887642
hall,50,0.02247191011235955
ingoldesby,4,0.0017977528089887641
baluer,5,0.0022471910112359553
dalmer,5,0.0022471910112359553
berd,27,0.012134831460674157
sorell,5,0.0022471910112359553
reynold,25,0.011235955056179775
hugh,106,0.04764044943820225
penon,5,0.0022471910112359553
grigory,3,0.001348314606741573
thomson,12,0.005393258426966292
nicolson,2,0.0008988764044943821
horne,15,0.006741573033707865
trethewey,4,0.0017977528089887641
rogers,13,0.005842696629213483
collar,46,0.02067415730337079
chapman,5,0.0022471910112359553
maker,46,0.02067415730337079
walden,5,0.0022471910112359553
fray,5,0.0022471910112359553
david,304,0.13662921348314608
baseley,1,0.00044943820224719103
fynch,7,0.003146067415730337
lucas,28,0.012584269662921348
wynchelse,4,0.0017977528089887641
gaseley,1,0.00044943820224719103
leghe,3,0.001348314606741573
ikelesham,3,0.001348314606741573
colyns,63,0.028314606741573035
payntour,3,0.001348314606741573
power,27,0.012134831460674157
christopher,15,0.006741573033707865
bosard,11,0.004943820224719102
leghton,11,0.004943820224719102
bennyng,11,0.004943820224719102
gaddesden,11,0.004943820224719102
tailor,196,0.08808988764044944
wife,33,0.014831460674157304
his,33,0.014831460674157304
appylly,1,0.00044943820224719103
appleby,1,0.00044943820224719103
whiting,8,0.0035955056179775282
felde,5,0.0022471910112359553
gedrey,5,0.0022471910112359553
dene,52,0.023370786516853932
maryner,3,0.001348314606741573
juxta,8,0.0035955056179775282
bowethorp,8,0.0035955056179775282
underwode,8,0.0035955056179775282
godehalle,8,0.0035955056179775282
edmonde,8,0.0035955056179775282
wytham,8,0.0035955056179775282
everley,2,0.0008988764044943821
guerley,2,0.0008988764044943821
drake,7,0.003146067415730337
holdernesse,7,0.003146067415730337
eustas,7,0.003146067415730337
horn,7,0.003146067415730337
hanmer,3,0.001348314606741573
dyche,58,0.02606741573033708
dumbulton,1,0.00044943820224719103
reder,1,0.00044943820224719103
wyse,4,0.0017977528089887641
bynup,2,0.0008988764044943821
chylde,8,0.0035955056179775282
boys,20,0.008988764044943821
duygard,8,0.0035955056179775282
childe,8,0.0035955056179775282
dugard,8,0.0035955056179775282
shellyng,10,0.0044943820224719105
walshefe,10,0.0044943820224719105
aneden,10,0.0044943820224719105
olyve,10,0.0044943820224719105
horwode,10,0.0044943820224719105
alrede,10,0.0044943820224719105
conyne,10,0.0044943820224719105
gyfforde,3,0.001348314606741573
dyver,3,0.001348314606741573
littleton,18,0.008089887640449439
canend,18,0.008089887640449439
custance,18,0.008089887640449439
mundys,26,0.011685393258426966
joynour,18,0.008089887640449439
quarles,26,0.011685393258426966
sexton,18,0.008089887640449439
piers,18,0.008089887640449439
hoo,108,0.04853932584269663
ayleward,26,0.011685393258426966
karman,26,0.011685393258426966
richeman,26,0.011685393258426966
sperhawk,18,0.008089887640449439
camond,19,0.00853932584269663
litelton,19,0.00853932584269663
jouynur,19,0.00853932584269663
bustan,19,0.00853932584269663
pyers,19,0.00853932584269663
sexteyn,19,0.00853932584269663
sperhanke,19,0.00853932584269663
creweley,13,0.005842696629213483
toynton,13,0.005842696629213483
andrewe,117,0.05258426966292135
atte,81,0.03640449438202247
andrawe,13,0.005842696629213483
smert,13,0.005842696629213483
gutter,13,0.005842696629213483
croweley,13,0.005842696629213483
bekke,5,0.0022471910112359553
sutton,15,0.006741573033707865
martyn,28,0.012584269662921348
blake,15,0.006741573033707865
bovey,7,0.003146067415730337
broker,12,0.005393258426966292
melle,7,0.003146067415730337
kyngeswode,7,0.003146067415730337
brandon,45,0.020224719101123598
gogh,81,0.03640449438202247
assheley,3,0.001348314606741573
gylbert,5,0.0022471910112359553
chamberlayn,1,0.00044943820224719103
pecche,18,0.008089887640449439
budde,18,0.008089887640449439
sparke,18,0.008089887640449439
fynche,23,0.010337078651685394
bocher,18,0.008089887640449439
cudyngton,18,0.008089887640449439
mere,29,0.01303370786516854
mathewe,64,0.028764044943820226
toller,18,0.008089887640449439
master,18,0.008089887640449439
hore,94,0.04224719101123596
hyld,16,0.0071910112359550565
skutte,16,0.0071910112359550565
colman,16,0.0071910112359550565
heydon,16,0.0071910112359550565
gardyner,16,0.0071910112359550565
stanton,16,0.0071910112359550565
stylman,16,0.0071910112359550565
aleyn,112,0.050337078651685394
caryoll,16,0.0071910112359550565
neweman,18,0.008089887640449439
ellowe,8,0.0035955056179775282
hicke,8,0.0035955056179775282
cecily,8,0.0035955056179775282
benedict,8,0.0035955056179775282
isabel,8,0.0035955056179775282
leskertburgh,8,0.0035955056179775282
hillyng,4,0.0017977528089887641
dorchester,4,0.0017977528089887641
bayly,58,0.02606741573033708
hyltop,1,0.00044943820224719103
colcr,4,0.0017977528089887641
fulwode,4,0.0017977528089887641
porter,6,0.002696629213483146
hurpynfold,5,0.0022471910112359553
grenewode,5,0.0022471910112359553
wentworth,3,0.001348314606741573
tranffeld,3,0.001348314606741573
morwhill,10,0.0044943820224719105
mauncell,7,0.003146067415730337
wenteworth,7,0.003146067415730337
gacon,7,0.003146067415730337
kaynysham,1,0.00044943820224719103
chilburne,2,0.0008988764044943821
devenysshe,1,0.00044943820224719103
godmay,2,0.0008988764044943821
lewer,13,0.005842696629213483
haket,13,0.005842696629213483
philippa,13,0.005842696629213483
mabel,13,0.005842696629213483
wellek,13,0.005842696629213483
vante,13,0.005842696629213483
colle,56,0.025168539325842697
duke,1,0.00044943820224719103
gadde,10,0.0044943820224719105
berky,3,0.001348314606741573
veell,1,0.00044943820224719103
merwykell,3,0.001348314606741573
kente,3,0.001348314606741573
halle,58,0.02606741573033708
london,79,0.03550561797752809
curde,10,0.0044943820224719105
reydon,3,0.001348314606741573
carder,5,0.0022471910112359553
ditton,7,0.003146067415730337
judd,7,0.003146067415730337
fenne,7,0.003146067415730337
cams,7,0.003146067415730337
kebell,1,0.00044943820224719103
katherine,27,0.012134831460674157
walfrid,3,0.001348314606741573
may,33,0.014831460674157304
frunk,1,0.00044943820224719103
foster,11,0.004943820224719102
spere,15,0.006741573033707865
knyghton,10,0.0044943820224719105
soldier,11,0.004943820224719102
bayford,10,0.0044943820224719105
polwartha,6,0.002696629213483146
ive,6,0.002696629213483146
treuyas,6,0.002696629213483146
gylmyn,4,0.0017977528089887641
warde,119,0.053483146067415735
trenyson,1,0.00044943820224719103
catryngton,5,0.0022471910112359553
long,85,0.038202247191011236
lovedon,5,0.0022471910112359553
estmond,8,0.0035955056179775282
loveday,8,0.0035955056179775282
kebowe,12,0.005393258426966292
milward,8,0.0035955056179775282
macowe,8,0.0035955056179775282
boote,8,0.0035955056179775282
troubrigge,5,0.0022471910112359553
longe,5,0.0022471910112359553
chaplain,10,0.0044943820224719105
fytzion,11,0.004943820224719102
marchall,18,0.008089887640449439
bryson,11,0.004943820224719102
maryet,11,0.004943820224719102
chyld,1,0.00044943820224719103
baskerville,70,0.03146067415730337
patton,4,0.0017977528089887641
wynsham,1,0.00044943820224719103
broughton,2,0.0008988764044943821
coyte,2,0.0008988764044943821
stury,4,0.0017977528089887641
bremshote,4,0.0017977528089887641
throkmarton,1,0.00044943820224719103
bownd,1,0.00044943820224719103
carre,3,0.001348314606741573
galyon,3,0.001348314606741573
webbe,5,0.0022471910112359553
fernham,5,0.0022471910112359553
gode,5,0.0022471910112359553
langbrige,5,0.0022471910112359553
laske,1,0.00044943820224719103
bodnauton,3,0.001348314606741573
catte,3,0.001348314606741573
martin,15,0.006741573033707865
pathecote,8,0.0035955056179775282
bylde,8,0.0035955056179775282
patche,8,0.0035955056179775282
pechemete,8,0.0035955056179775282
pechote,8,0.0035955056179775282
petyt,3,0.001348314606741573
wheteley,3,0.001348314606741573
sampford,25,0.011235955056179775
betayn,3,0.001348314606741573
shyford,3,0.001348314606741573
burnard,1,0.00044943820224719103
stratton,3,0.001348314606741573
brygan,3,0.001348314606741573
aller,1,0.00044943820224719103
walker,23,0.010337078651685394
boselworth,5,0.0022471910112359553
chepe,5,0.0022471910112359553
barnard,5,0.0022471910112359553
thomasina,5,0.0022471910112359553
matthew,71,0.03191011235955056
jule,5,0.0022471910112359553
scotte,53,0.023820224719101123
hayward,16,0.0071910112359550565
cattayn,2,0.0008988764044943821
canon,16,0.0071910112359550565
moredon,11,0.004943820224719102
pounde,11,0.004943820224719102
parys,11,0.004943820224719102
limeburner,11,0.004943820224719102
cheper,1,0.00044943820224719103
corbryge,1,0.00044943820224719103
noe,1,0.00044943820224719103
fanne,15,0.006741573033707865
gildert,3,0.001348314606741573
cornyssh,9,0.004044943820224719
cornish,2,0.0008988764044943821
johns,1,0.00044943820224719103
cecilia,3,0.001348314606741573
cossale,3,0.001348314606741573
rendon,3,0.001348314606741573
wenslowe,1,0.00044943820224719103
perkyn,8,0.0035955056179775282
helen,4,0.0017977528089887641
moreton,30,0.01348314606741573
rede,87,0.03910112359550562
rees,91,0.04089887640449438
noryse,8,0.0035955056179775282
westbury,8,0.0035955056179775282
wrenche,8,0.0035955056179775282
man,11,0.004943820224719102
reker,3,0.001348314606741573
pryour,3,0.001348314606741573
pertour,3,0.001348314606741573
bankyn,6,0.002696629213483146
paulyn,13,0.005842696629213483
beauchamp,13,0.005842696629213483
brysbone,13,0.005842696629213483
norf,21,0.009438202247191012
waldernhall,12,0.005393258426966292
frampton,12,0.005393258426966292
boatman,12,0.005393258426966292
pygge,12,0.005393258426966292
barowe,80,0.035955056179775284
hede,79,0.03550561797752809
brode,8,0.0035955056179775282
gourney,8,0.0035955056179775282
randolfe,8,0.0035955056179775282
welly,8,0.0035955056179775282
stokes,83,0.037303370786516854
nenewe,2,0.0008988764044943821
yene,8,0.0035955056179775282
hoygge,8,0.0035955056179775282
stenelake,8,0.0035955056179775282
champnon,8,0.0035955056179775282
donyng,8,0.0035955056179775282
cartwryght,4,0.0017977528089887641
brouetour,4,0.0017977528089887641
breton,6,0.002696629213483146
cordon,4,0.0017977528089887641
frottesham,2,0.0008988764044943821
draper,16,0.0071910112359550565
bryghte,4,0.0017977528089887641
sarke,4,0.0017977528089887641
berney,2,0.0008988764044943821
wryghte,8,0.0035955056179775282
brampton,6,0.002696629213483146
drawale,6,0.002696629213483146
coton,12,0.005393258426966292
herryes,4,0.0017977528089887641
elson,4,0.0017977528089887641
rous,8,0.0035955056179775282
durnsorell,2,0.0008988764044943821
rex,238,0.10696629213483147
fulscot,3,0.001348314606741573
bishop,20,0.008988764044943821
mortoft,4,0.0017977528089887641
gorseley,3,0.001348314606741573
lobenham,8,0.0035955056179775282
saldewell,8,0.0035955056179775282
staldewell,8,0.0035955056179775282
bussh,36,0.016179775280898877
getty,2,0.0008988764044943821
parchomener,5,0.0022471910112359553
santon,5,0.0022471910112359553
daynecourt,5,0.0022471910112359553
gudson,5,0.0022471910112359553
maydenwell,5,0.0022471910112359553
spafford,5,0.0022471910112359553
yemondys,5,0.0022471910112359553
tylowe,5,0.0022471910112359553
brekenok,27,0.012134831460674157
owen,25,0.011235955056179775
corveser,166,0.07460674157303371
mayle,25,0.011235955056179775
wyndever,18,0.008089887640449439
moseley,25,0.011235955056179775
jay,25,0.011235955056179775
wyndover,25,0.011235955056179775
maile,18,0.008089887640449439
rotherus,18,0.008089887640449439
lloyd,101,0.045393258426966294
cordwainer,63,0.028314606741573035
butcher,67,0.0301123595505618
hereford,23,0.010337078651685394
godeknape,54,0.024269662921348314
wryght,139,0.06247191011235955
sclatter,100,0.0449438202247191
perche,77,0.03460674157303371
furnas,54,0.024269662921348314
howson,54,0.024269662921348314
cooper,54,0.024269662921348314
bulde,54,0.024269662921348314
schole,54,0.024269662921348314
shyresson,77,0.03460674157303371
webster,90,0.040449438202247195
staynfeld,77,0.03460674157303371
perk,54,0.024269662921348314
person,91,0.04089887640449438
mawer,77,0.03460674157303371
oliver,79,0.03550561797752809
parowe,77,0.03460674157303371
pynner,78,0.0350561797752809
wylde,77,0.03460674157303371
milner,93,0.041797752808988765
flynton,77,0.03460674157303371
bees,77,0.03460674157303371
alan,103,0.04629213483146068
wetewang,54,0.024269662921348314
thruston,54,0.024269662921348314
rake,54,0.024269662921348314
ledbyrn,54,0.024269662921348314
lewyn,77,0.03460674157303371
wylerd,54,0.024269662921348314
talley,54,0.024269662921348314
askeburner,77,0.03460674157303371
furneys,77,0.03460674157303371
wabster,54,0.024269662921348314
robon,54,0.024269662921348314
parchour,54,0.024269662921348314
waterlade,77,0.03460674157303371
thornton,77,0.03460674157303371
nochalson,54,0.024269662921348314
roberdson,54,0.024269662921348314
everyngham,77,0.03460674157303371
tailboys,58,0.02606741573033708
rabbe,58,0.02606741573033708
akereson,58,0.02606741573033708
armstrong,58,0.02606741573033708
hocthonson,58,0.02606741573033708
thuston,58,0.02606741573033708
bunde,58,0.02606741573033708
wyberd,58,0.02606741573033708
ledeburn,58,0.02606741573033708
cale,58,0.02606741573033708
robson,58,0.02606741573033708
browne,78,0.0350561797752809
nobelson,58,0.02606741573033708
bodeknape,58,0.02606741573033708
fraunces,58,0.02606741573033708
schele,58,0.02606741573033708
syer,93,0.041797752808988765
jaye,101,0.045393258426966294
kever,58,0.02606741573033708
furbur,58,0.02606741573033708
perch,58,0.02606741573033708
whetwang,58,0.02606741573033708
mote,6,0.002696629213483146
humphrey,62,0.027865168539325844
stafford,2,0.0008988764044943821
isabella,21,0.009438202247191012
brounhall,5,0.0022471910112359553
saxby,5,0.0022471910112359553
kynggiswalden,6,0.002696629213483146
hertfordyngbury,6,0.002696629213483146
wayte,2,0.0008988764044943821
payn,50,0.02247191011235955
ducheman,13,0.005842696629213483
mercer,52,0.023370786516853932
barton,11,0.004943820224719102
executors,11,0.004943820224719102
heir,11,0.004943820224719102
myrfeld,11,0.004943820224719102
gerard,107,0.04808988764044944
reed,11,0.004943820224719102
southwark,30,0.01348314606741573
harebotell,3,0.001348314606741573
chilton,3,0.001348314606741573
morys,45,0.020224719101123598
rode,24,0.010786516853932584
joskyn,34,0.015280898876404495
flogan,34,0.015280898876404495
frenchman,39,0.01752808988764045
cawode,24,0.010786516853932584
mortymere,29,0.01303370786516854
gonne,34,0.015280898876404495
stanyng,29,0.01303370786516854
selfyn,24,0.010786516853932584
huntingdon,5,0.0022471910112359553
millener,5,0.0022471910112359553
medburn,5,0.0022471910112359553
tode,17,0.007640449438202248
rokert,17,0.007640449438202248
stanbridge,17,0.007640449438202248
hylmaker,17,0.007640449438202248
appleton,5,0.0022471910112359553
baldwyn,20,0.008988764044943821
taillo,20,0.008988764044943821
knydall,20,0.008988764044943821
gaywode,2,0.0008988764044943821
brome,72,0.032359550561797755
beryche,12,0.005393258426966292
michael,19,0.00853932584269663
adyngton,12,0.005393258426966292
assheborne,12,0.005393258426966292
clay,7,0.003146067415730337
clerke,9,0.004044943820224719
barbour,116,0.05213483146067416
crouche,6,0.002696629213483146
sharp,5,0.0022471910112359553
maigge,8,0.0035955056179775282
turnour,10,0.0044943820224719105
westley,2,0.0008988764044943821
denys,7,0.003146067415730337
marshall,6,0.002696629213483146
swaldale,4,0.0017977528089887641
faldryng,4,0.0017977528089887641
palfry,4,0.0017977528089887641
mirestowe,2,0.0008988764044943821
gybbes,5,0.0022471910112359553
meryke,5,0.0022471910112359553
edunde,5,0.0022471910112359553
netherton,5,0.0022471910112359553
shayll,2,0.0008988764044943821
ievan,3,0.001348314606741573
meuryk,3,0.001348314606741573
traharum,3,0.001348314606741573
wyllyngton,4,0.0017977528089887641
fletcher,49,0.02202247191011236
dureford,3,0.001348314606741573
shirgold,4,0.0017977528089887641
pethek,2,0.0008988764044943821
blussh,4,0.0017977528089887641
wechynden,4,0.0017977528089887641
swylyngton,4,0.0017977528089887641
grenewiche,4,0.0017977528089887641
cullyng,6,0.002696629213483146
huse,2,0.0008988764044943821
lyghley,3,0.001348314606741573
lyghtley,3,0.001348314606741573
theobald,2,0.0008988764044943821
aunger,2,0.0008988764044943821
husy,2,0.0008988764044943821
scales,2,0.0008988764044943821
tytlowe,4,0.0017977528089887641
broke,18,0.008089887640449439
sherfeld,2,0.0008988764044943821
berwyk,2,0.0008988764044943821
roheleam,2,0.0008988764044943821
britnell,2,0.0008988764044943821
wheleer,3,0.001348314606741573
wheler,3,0.001348314606741573
yong,3,0.001348314606741573
yorke,3,0.001348314606741573
cade,11,0.004943820224719102
deyncourt,12,0.005393258426966292
stondon,11,0.004943820224719102
byce,11,0.004943820224719102
drakes,5,0.0022471910112359553
eyre,5,0.0022471910112359553
lowe,5,0.0022471910112359553
king,20,0.008988764044943821
harvey,5,0.0022471910112359553
sesill,8,0.0035955056179775282
iohy,8,0.0035955056179775282
dente,8,0.0035955056179775282
cope,8,0.0035955056179775282
houghton,6,0.002696629213483146
newman,6,0.002696629213483146
brocas,8,0.0035955056179775282
arnold,11,0.004943820224719102
benton,21,0.009438202247191012
hewys,6,0.002696629213483146
averey,8,0.0035955056179775282
blenell,6,0.002696629213483146
kelowe,4,0.0017977528089887641
harper,56,0.025168539325842697
crosse,58,0.02606741573033708
stanford,58,0.02606741573033708
chychele,52,0.023370786516853932
croft,60,0.02696629213483146
waren,52,0.023370786516853932
spycer,43,0.019325842696629215
bedford,43,0.019325842696629215
burley,52,0.023370786516853932
cowper,52,0.023370786516853932
danyell,46,0.02067415730337079
malerbe,52,0.023370786516853932
mason,85,0.038202247191011236
